Категория;URL товара;Бренд;Путь;Фото основные;Фото дополнительные;Применение HTML;Номер заказа;B;C1 макс.;D;D2 макс.;D4;D5;DK;G;H1;L3 мин.;L4 макс.;L5;R1S мин.;W;α;H;L1 мин.;L2 макс.;Статический коэффициент работоспособности, Н;Динамический коэффициент работоспособности, Н;Наличие, шт;Цена, руб. с НДС;A;D1;D2;E;E1;T;Материал;D3;L;L1;SW;T мин.;M1;R;S;Форма;Исполнение;D6;L3;L7;L2;L5 мин.;L6 макс.;Мат. основы;LA;F, кг;Вид резьбы;K;Част. вращ. макс., об/мин;B1;Материал комп.;L6;L1 макс.;Z1;Z2;A1;F;L4;Допустимая статическая растягивающая нагрузка кратковрем. макс., кг;Допустимая статическая растягивающая нагрузка долговрем. макс., кг;Допустимая поперечная нагрузка кратковрем. макс., кг;Допустимая поперечная нагрузка долговрем. макс., кг;Описание
K0734 Шарниры угловые DIN 71802;https://alterv.ru/catalog/sharniry_uglovye_i_osevye/k0734_sharniry_uglovye_din_71802/;Kipp;Главная > Каталог > Промышленная фурнитура > Шарнирные соединения > Шарниры сферические > Шарниры угловые и осевые > K0734 Шарниры угловые DIN 71802;https://alterv.ru/upload/iblock/493/k0734_sharniry_uglovye.jpg, https://alterv.ru/upload/iblock/55a/k0734_sharniry.jpg, https://alterv.ru/upload/iblock/11a/k0734_sharniry_uglovyec.jpg, https://alterv.ru/upload/iblock/b8a/k0734_sharniry_uglovyecs.jpg, https://alterv.ru/upload/iblock/b16/k0734_sharniry_uglovye_cs.jpg;https://alterv.ru/upload/iblock/7fa/k0734_sharniry_chertez.jpg, https://alterv.ru/upload/iblock/250/Z27650_nn_ru_C.jpg, https://alterv.ru/upload/iblock/6c9/Z27650_nn_ru_CS.jpg, https://alterv.ru/upload/iblock/8cc/k0734_sharniry_uglovye_cs_chertez.jpg;"<h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<b>Форма С - без предохранительного хомута:</b>
<ul>
	<li>Основание из оцинкованной и пассивированной стали.</li>
	<li>Наружная резьба (шпилька): правая.</li>
	<li>Внутренняя резьба (на выбор): левая или правая.</li>
</ul>
<b>Форма CS - с предохранительным хомутом, без уплотнения:</b>
<ul>
	<li>Основание (на выбор): оцинкованная и пассивированная cталь или нержавеющая сталь 1.4305.</li>
	<li>Наружная резьба (шпилька): правая.</li>
	<li>Внутренняя резьба (на выбор): левая или правая.</li>
</ul>
<b>Форма CS - с предохранительным хомутом и уплотнением:</b>
<ul>
	<li>Основание из нержавеющей стали 1.4305.</li>
	<li>Уплотнение из неопрена.</li>
	<li>Наружная резьба (шпилька): правая.</li>
	<li>Внутренняя резьба (на выбор): левая или правая.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные шарниры служат соединительным элементом для подвижных частей.</li>
	<li>Угловые шарниры хорошо подходят для точилок.</li>
	<li>Шарниры с уплотнением хорошо подходят для применения в тяжелых условиях окружающей среды (пыль, смазочные вещества и др.)</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Технические данные (только для шарниров с уплотнением):</span></h2>
<ul>
	<li>Температура эксплуатации: от –30 до +110°C.</li>
	<li>Кратковременная температура эксплуатации: макс. 140 °C.</li>
</ul>";K0734.116121;;;;;M12;;;;;;;;;;;;;;;;Под заказ;11918,14;35;16;M12;15,5;;;;16;;;13;;;;;;С предохранительным хомутом и уплотнением;;16;;20;;;Нержавеющая сталь;;;Левая;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0734_шарниры_угловые_din_71802_table_1.png"" style=""width: 1130px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0734_шарниры_угловые_din_71802_table_2.png"" style=""width: 1124px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0734_шарниры_угловые_din_71802_table_3.png"" style=""width: 1067px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материалы и исполнение (на выбор):</span></h2>
<b>Форма С - без предохранительного хомута:</b>
<ul>
	<li>Основание из оцинкованной и пассивированной стали.</li>
	<li>Наружная резьба (шпилька): правая.</li>
	<li>Внутренняя резьба (на выбор): левая или правая.</li>
</ul>
<b>Форма CS - с предохранительным хомутом, без уплотнения:</b>
<ul>
	<li>Основание (на выбор): оцинкованная и пассивированная cталь или нержавеющая сталь 1.4305.</li>
	<li>Наружная резьба (шпилька): правая.</li>
	<li>Внутренняя резьба (на выбор): левая или правая.</li>
</ul>
<b>Форма CS - с предохранительным хомутом и уплотнением:</b>
<ul>
	<li>Основание из нержавеющей стали 1.4305.</li>
	<li>Уплотнение из неопрена.</li>
	<li>Наружная резьба (шпилька): правая.</li>
	<li>Внутренняя резьба (на выбор): левая или правая.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Указание по применению:</span></h2>
<ul>
	<li>Данные шарниры служат соединительным элементом для подвижных частей.</li>
	<li>Угловые шарниры хорошо подходят для точилок.</li>
	<li>Шарниры с уплотнением хорошо подходят для применения в тяжелых условиях окружающей среды (пыль, смазочные вещества и др.)</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Технические данные (только для шарниров с уплотнением):</span></h2>
<ul>
	<li>Температура эксплуатации: от –30 до +110°C.</li>
	<li>Кратковременная температура эксплуатации: макс. 140 °C.</li>
</ul></span>"
K0734 Шарниры угловые DIN 71802;https://alterv.ru/catalog/sharniry_uglovye_i_osevye/k0734_sharniry_uglovye_din_71802/;Kipp;Главная > Каталог > Промышленная фурнитура > Шарнирные соединения > Шарниры сферические > Шарниры угловые и осевые > K0734 Шарниры угловые DIN 71802;https://alterv.ru/upload/iblock/493/k0734_sharniry_uglovye.jpg, https://alterv.ru/upload/iblock/55a/k0734_sharniry.jpg, https://alterv.ru/upload/iblock/11a/k0734_sharniry_uglovyec.jpg, https://alterv.ru/upload/iblock/b8a/k0734_sharniry_uglovyecs.jpg, https://alterv.ru/upload/iblock/b16/k0734_sharniry_uglovye_cs.jpg;https://alterv.ru/upload/iblock/7fa/k0734_sharniry_chertez.jpg, https://alterv.ru/upload/iblock/250/Z27650_nn_ru_C.jpg, https://alterv.ru/upload/iblock/6c9/Z27650_nn_ru_CS.jpg, https://alterv.ru/upload/iblock/8cc/k0734_sharniry_uglovye_cs_chertez.jpg;"<h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<b>Форма С - без предохранительного хомута:</b>
<ul>
	<li>Основание из оцинкованной и пассивированной стали.</li>
	<li>Наружная резьба (шпилька): правая.</li>
	<li>Внутренняя резьба (на выбор): левая или правая.</li>
</ul>
<b>Форма CS - с предохранительным хомутом, без уплотнения:</b>
<ul>
	<li>Основание (на выбор): оцинкованная и пассивированная cталь или нержавеющая сталь 1.4305.</li>
	<li>Наружная резьба (шпилька): правая.</li>
	<li>Внутренняя резьба (на выбор): левая или правая.</li>
</ul>
<b>Форма CS - с предохранительным хомутом и уплотнением:</b>
<ul>
	<li>Основание из нержавеющей стали 1.4305.</li>
	<li>Уплотнение из неопрена.</li>
	<li>Наружная резьба (шпилька): правая.</li>
	<li>Внутренняя резьба (на выбор): левая или правая.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные шарниры служат соединительным элементом для подвижных частей.</li>
	<li>Угловые шарниры хорошо подходят для точилок.</li>
	<li>Шарниры с уплотнением хорошо подходят для применения в тяжелых условиях окружающей среды (пыль, смазочные вещества и др.)</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Технические данные (только для шарниров с уплотнением):</span></h2>
<ul>
	<li>Температура эксплуатации: от –30 до +110°C.</li>
	<li>Кратковременная температура эксплуатации: макс. 140 °C.</li>
</ul>";K0734.116122;;;;;M12;;;;;;;;;;;;;;;;Под заказ;9927,92;35;16;M12;15,5;;;;16;;;13;;;;;;С предохранительным хомутом и уплотнением;;16;;20;;;Нержавеющая сталь;;;Правая;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0734_шарниры_угловые_din_71802_table_1.png"" style=""width: 1130px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0734_шарниры_угловые_din_71802_table_2.png"" style=""width: 1124px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0734_шарниры_угловые_din_71802_table_3.png"" style=""width: 1067px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материалы и исполнение (на выбор):</span></h2>
<b>Форма С - без предохранительного хомута:</b>
<ul>
	<li>Основание из оцинкованной и пассивированной стали.</li>
	<li>Наружная резьба (шпилька): правая.</li>
	<li>Внутренняя резьба (на выбор): левая или правая.</li>
</ul>
<b>Форма CS - с предохранительным хомутом, без уплотнения:</b>
<ul>
	<li>Основание (на выбор): оцинкованная и пассивированная cталь или нержавеющая сталь 1.4305.</li>
	<li>Наружная резьба (шпилька): правая.</li>
	<li>Внутренняя резьба (на выбор): левая или правая.</li>
</ul>
<b>Форма CS - с предохранительным хомутом и уплотнением:</b>
<ul>
	<li>Основание из нержавеющей стали 1.4305.</li>
	<li>Уплотнение из неопрена.</li>
	<li>Наружная резьба (шпилька): правая.</li>
	<li>Внутренняя резьба (на выбор): левая или правая.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Указание по применению:</span></h2>
<ul>
	<li>Данные шарниры служат соединительным элементом для подвижных частей.</li>
	<li>Угловые шарниры хорошо подходят для точилок.</li>
	<li>Шарниры с уплотнением хорошо подходят для применения в тяжелых условиях окружающей среды (пыль, смазочные вещества и др.)</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Технические данные (только для шарниров с уплотнением):</span></h2>
<ul>
	<li>Температура эксплуатации: от –30 до +110°C.</li>
	<li>Кратковременная температура эксплуатации: макс. 140 °C.</li>
</ul></span>"
K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/catalog/otkidnye_bolty_i_gayki/k1418_bolty_otkidnye_din_444_so_sploshnoy_rezboy/;Kipp;Главная > Каталог > Промышленная фурнитура > Шарнирные соединения > Откидные болты и гайки > K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/upload/iblock/3d8/k1418_vinty_otkidnye.jpg;https://alterv.ru/upload/iblock/402/Z07181.jpg;"<h2><span style=""font-size: 13pt;"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul>";K1418.0650;;;;;;;;;;;;;;;;;;;;;Под заказ;689,63;;M6;6;;;;Сталь;14;50;;;;;4;7;;;;;;;;;;;;;;;;;;14;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k1418_болты_откидные_din_444_со_сплошной_резьбой_table_1.png"" style=""width: 597px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul></span>"
K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/catalog/otkidnye_bolty_i_gayki/k1418_bolty_otkidnye_din_444_so_sploshnoy_rezboy/;Kipp;Главная > Каталог > Промышленная фурнитура > Шарнирные соединения > Откидные болты и гайки > K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/upload/iblock/3d8/k1418_vinty_otkidnye.jpg;https://alterv.ru/upload/iblock/402/Z07181.jpg;"<h2><span style=""font-size: 13pt;"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul>";K1418.0660;;;;;;;;;;;;;;;;;;;;;Под заказ;763,7;;M6;6;;;;Сталь;14;60;;;;;4;7;;;;;;;;;;;;;;;;;;14;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k1418_болты_откидные_din_444_со_сплошной_резьбой_table_1.png"" style=""width: 597px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul></span>"
K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/catalog/otkidnye_bolty_i_gayki/k1418_bolty_otkidnye_din_444_so_sploshnoy_rezboy/;Kipp;Главная > Каталог > Промышленная фурнитура > Шарнирные соединения > Откидные болты и гайки > K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/upload/iblock/3d8/k1418_vinty_otkidnye.jpg;https://alterv.ru/upload/iblock/402/Z07181.jpg;"<h2><span style=""font-size: 13pt;"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul>";K1418.0670;;;;;;;;;;;;;;;;;;;;;Под заказ;828,47;;M6;6;;;;Сталь;14;70;;;;;4;7;;;;;;;;;;;;;;;;;;14;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k1418_болты_откидные_din_444_со_сплошной_резьбой_table_1.png"" style=""width: 597px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul></span>"
K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/catalog/otkidnye_bolty_i_gayki/k1418_bolty_otkidnye_din_444_so_sploshnoy_rezboy/;Kipp;Главная > Каталог > Промышленная фурнитура > Шарнирные соединения > Откидные болты и гайки > K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/upload/iblock/3d8/k1418_vinty_otkidnye.jpg;https://alterv.ru/upload/iblock/402/Z07181.jpg;"<h2><span style=""font-size: 13pt;"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul>";K1418.0680;;;;;;;;;;;;;;;;;;;;;Под заказ;893,27;;M6;6;;;;Сталь;14;80;;;;;4;7;;;;;;;;;;;;;;;;;;14;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k1418_болты_откидные_din_444_со_сплошной_резьбой_table_1.png"" style=""width: 597px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul></span>"
K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/catalog/otkidnye_bolty_i_gayki/k1418_bolty_otkidnye_din_444_so_sploshnoy_rezboy/;Kipp;Главная > Каталог > Промышленная фурнитура > Шарнирные соединения > Откидные болты и гайки > K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/upload/iblock/3d8/k1418_vinty_otkidnye.jpg;https://alterv.ru/upload/iblock/402/Z07181.jpg;"<h2><span style=""font-size: 13pt;"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul>";K1418.08100;;;;;;;;;;;;;;;;;;;;;Под заказ;1106,19;;M8;8;;;;Сталь;18;100;;;;;4;9;;;;;;;;;;;;;;;;;;16;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k1418_болты_откидные_din_444_со_сплошной_резьбой_table_1.png"" style=""width: 597px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul></span>"
K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/catalog/otkidnye_bolty_i_gayki/k1418_bolty_otkidnye_din_444_so_sploshnoy_rezboy/;Kipp;Главная > Каталог > Промышленная фурнитура > Шарнирные соединения > Откидные болты и гайки > K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/upload/iblock/3d8/k1418_vinty_otkidnye.jpg;https://alterv.ru/upload/iblock/402/Z07181.jpg;"<h2><span style=""font-size: 13pt;"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul>";K1418.0850;;;;;;;;;;;;;;;;;;;;;Под заказ;809,98;;M8;8;;;;Сталь;18;50;;;;;4;9;;;;;;;;;;;;;;;;;;16;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k1418_болты_откидные_din_444_со_сплошной_резьбой_table_1.png"" style=""width: 597px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul></span>"
K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/catalog/otkidnye_bolty_i_gayki/k1418_bolty_otkidnye_din_444_so_sploshnoy_rezboy/;Kipp;Главная > Каталог > Промышленная фурнитура > Шарнирные соединения > Откидные болты и гайки > K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/upload/iblock/3d8/k1418_vinty_otkidnye.jpg;https://alterv.ru/upload/iblock/402/Z07181.jpg;"<h2><span style=""font-size: 13pt;"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul>";K1418.0860;;;;;;;;;;;;;;;;;;;;;Под заказ;856,25;;M8;8;;;;Сталь;18;60;;;;;4;9;;;;;;;;;;;;;;;;;;16;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k1418_болты_откидные_din_444_со_сплошной_резьбой_table_1.png"" style=""width: 597px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul></span>"
K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/catalog/otkidnye_bolty_i_gayki/k1418_bolty_otkidnye_din_444_so_sploshnoy_rezboy/;Kipp;Главная > Каталог > Промышленная фурнитура > Шарнирные соединения > Откидные болты и гайки > K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/upload/iblock/3d8/k1418_vinty_otkidnye.jpg;https://alterv.ru/upload/iblock/402/Z07181.jpg;"<h2><span style=""font-size: 13pt;"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul>";K1418.0870;;;;;;;;;;;;;;;;;;;;;Под заказ;934,93;;M8;8;;;;Сталь;18;70;;;;;4;9;;;;;;;;;;;;;;;;;;16;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k1418_болты_откидные_din_444_со_сплошной_резьбой_table_1.png"" style=""width: 597px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul></span>"
K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/catalog/otkidnye_bolty_i_gayki/k1418_bolty_otkidnye_din_444_so_sploshnoy_rezboy/;Kipp;Главная > Каталог > Промышленная фурнитура > Шарнирные соединения > Откидные болты и гайки > K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/upload/iblock/3d8/k1418_vinty_otkidnye.jpg;https://alterv.ru/upload/iblock/402/Z07181.jpg;"<h2><span style=""font-size: 13pt;"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul>";K1418.0880;;;;;;;;;;;;;;;;;;;;;Под заказ;999,73;;M8;8;;;;Сталь;18;80;;;;;4;9;;;;;;;;;;;;;;;;;;16;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k1418_болты_откидные_din_444_со_сплошной_резьбой_table_1.png"" style=""width: 597px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul></span>"
K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/catalog/otkidnye_bolty_i_gayki/k1418_bolty_otkidnye_din_444_so_sploshnoy_rezboy/;Kipp;Главная > Каталог > Промышленная фурнитура > Шарнирные соединения > Откидные болты и гайки > K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/upload/iblock/3d8/k1418_vinty_otkidnye.jpg;https://alterv.ru/upload/iblock/402/Z07181.jpg;"<h2><span style=""font-size: 13pt;"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul>";K1418.10100;;;;;;;;;;;;;;;;;;;;;Под заказ;1231,16;;M10;10;;;;Сталь;20;100;;;;;4;12;;;;;;;;;;;;;;;;;;18;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k1418_болты_откидные_din_444_со_сплошной_резьбой_table_1.png"" style=""width: 597px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul></span>"
K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/catalog/otkidnye_bolty_i_gayki/k1418_bolty_otkidnye_din_444_so_sploshnoy_rezboy/;Kipp;Главная > Каталог > Промышленная фурнитура > Шарнирные соединения > Откидные болты и гайки > K1418 Болты откидные DIN 444 со сплошной резьбой;https://alterv.ru/upload/iblock/3d8/k1418_vinty_otkidnye.jpg;https://alterv.ru/upload/iblock/402/Z07181.jpg;"<h2><span style=""font-size: 13pt;"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul>";K1418.10120;;;;;;;;;;;;;;;;;;;;;Под заказ;1379,27;;M10;10;;;;Сталь;20;120;;;;;4;12;;;;;;;;;;;;;;;;;;18;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k1418_болты_откидные_din_444_со_сплошной_резьбой_table_1.png"" style=""width: 597px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал (на выбор):</span></h2>
<ul>
	<li>Сталь с классом прочности 8.8 или нержавеющая сталь 1.4305.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Сталь вороненая.</li>
	<li>Нержавеющая сталь без покрытия.</li>
</ul></span>"
